,release_date,developer,price
117241,2014-06-03,Ubisoft - San Francisco,11.99
117242,2011-06-17,SCS Software,4.99
117243,2014-06-04,Dreamworlds,4.99
117244,2014-06-05,Dovetail Games,19.99
117245,2014-05-29,Creative Assembly,7.99
117246,2014-06-05,Phenomenon Games,6.99
117247,2017-11-02,Krillbite Studio,16.99
117248,2014-05-29,Treyarch,1.99
117249,2014-05-29,Treyarch,1.99
117250,2014-05-29,Treyarch,1.99
117251,1999-11-05,Humongous Entertainment,6.99
117252,2003-08-19,Humongous Entertainment,6.99
117253,1998-01-01,Humongous Entertainment,6.99
117254,2014-05-23,Axis Game Factory,14.99
117255,1998-12-31,Humongous Entertainment,4.99
117256,2014-05-29,Treyarch,1.99
117257,2014-05-23,Sebastien Bini,14.99
117258,2014-05-23,The Working Parts,1.99
117259,2014-05-23,Code Force,59.99
117260,2014-05-26,"Sparpweed,Codeglue",11.99
117261,2014-05-26,Kettel,5.99
117262,2014-05-26,Ubisoft,29.99
117263,2014-05-26,Ubisoft Montreal,19.99
117264,2014-05-27,Square Enix,15.99
117265,2014-05-22,Magnetic Realms,4.99
117266,2014-05-21,Arkedo,2.99
117267,2014-10-31,InsGames,5.99
117268,2014-05-21,"Vagabond Dog,Laser Destroyer Team",4.99
117269,2014-05-22,Dovetail Games,19.99
117270,2014-05-22,,9.99
117271,2014-05-22,Nomad Games,9.99
117272,2014-05-22,Sproing,9.99
117273,2014-05-22,Infinity Ward,3.99
117274,2014-05-22,Infinity Ward,1.99
117275,2014-05-22,Infinity Ward,1.99
117276,2014-05-22,Infinity Ward,2.99
117277,2014-05-22,Infinity Ward,2.99
117278,2014-05-22,Infinity Ward,3.99
117279,2013-04-18,Alawar,6.99
117280,2014-05-22,Infinity Ward,1.99
117281,2014-05-22,Infinity Ward,1.99
117282,2014-05-22,Infinity Ward,1.99
117283,2014-05-27,Ubisoft - San Francisco,7.99
117284,2014-05-27,Ubisoft - San Francisco,2.99
117285,2014-05-25,Noble Empire Corp.,4.99
117286,2014-05-29,Noble Empire Corp.,49.99
117287,2014-05-26,Noble Empire Corp.,14.99
117288,2014-05-27,Nowhere Studios,0.0
117289,2014-05-27,Exato Games Studio,1.99
117290,2014-05-27,Exato Games Studio,1.99
117291,2014-05-27,Exato Games Studio,1.99
117292,2014-05-27,Freegamer,4.99
117293,2014-05-28,Eko Software,1.99
117294,2014-05-28,Gone North Games,12.99
117295,2014-05-28,Liquid Flower,0.0
117296,2014-05-28,Smudged Cat Games Ltd,4.99
117297,2014-05-28,Nowhere Studios,19.99
117298,2014-05-28,Genee Network,0.99
117299,2014-05-06,Jonathan Yandel,3.99
117300,2014-05-22,Infinity Ward,1.99
117301,2014-05-22,Infinity Ward,1.99
117302,2014-05-22,Firebase Industries Ltd.,9.99
117303,2014-05-22,"World-Loom,Nitreal",9.99
117304,2014-06-26,Big Ant Studios,0.0
117305,2014-05-15,kunst-stoff GmbH,4.99
117306,2014-05-19,Machine Games,19.99
117307,2014-05-20,SCS Software,0.99
117308,2014-05-20,Peoleo Entertainment,34.99
117309,2014-05-20,SCS Software,0.99
117310,2014-05-20,Defrost Games,14.99
117311,2014-05-20,Peoleo Entertainment,14.99
117312,2014-05-20,Supergiant Games,19.99
117313,2014-05-20,SCS Software,0.99
117314,2014-05-20,Peter Moorhead,0.99
117315,2014-05-20,Ubisoft - San Francisco,2.99
117316,2014-05-20,Ubisoft - San Francisco,2.99
117317,2014-05-20,Ubisoft - San Francisco,2.99
117318,2014-05-20,Ubisoft - San Francisco,11.99
117319,2014-05-20,Ubisoft - San Francisco,2.99
117320,2014-05-20,Ubisoft - San Francisco,2.99
117321,2014-05-20,Opus,0.99
117322,2014-05-20,The Game Kitchen,9.99
117323,2008-02-01,Onson Soft,0.0
117324,,Angry Mob Games,6.99
117325,2014-05-21,Toxic Games,9.99
117326,2014-09-19,Team17 Digital Ltd,19.99
117327,2002-10-15,Chris Sawyer Productions,9.99
117328,1999-03-31,Chris Sawyer Productions,5.99
117329,2014-05-21,Noble Empire Corp.,0.0
117330,2014-05-21,Secret Exit Ltd.,9.99
117331,2014-06-25,candyrocketstudio,0.0
117332,2014-05-21,VIS - Visual Imagination Software,19.99
117333,2014-05-21,Smolders,3.99
117334,2014-05-21,Press Play,14.99
117335,2014-05-21,Vagabond Dog,9.99
117336,2014-05-16,"Holy Warp,Black Wing Foundation",4.99
117337,2014-05-16,Utopian World of Sandwiches,6.99
117338,2014-05-16,"Holy Warp,Black Wing Foundation",9.99
117339,2014-05-16,DL Softworks,6.99
117340,2013-09-10,Orange_Juice,6.99
117341,2014-05-16,"Northway Games,Sarah Northway",9.99
117342,2014-05-16,"SmiteWorks USA, LLC",4.99
117343,2014-05-16,"SmiteWorks USA, LLC",3.99
117344,2014-05-16,"SmiteWorks USA, LLC",7.99
117345,2007-04-20,Zootfly,9.99
117346,2014-05-16,"SmiteWorks USA, LLC",7.99
117347,2014-05-16,"SmiteWorks USA, LLC",5.99
117348,2014-05-16,"SmiteWorks USA, LLC",4.99
117349,2014-05-16,"SmiteWorks USA, LLC",19.99
117350,2014-05-12,"SmiteWorks USA, LLC",7.99
117351,2014-05-12,"SmiteWorks USA, LLC",5.99
117352,2014-05-12,"SmiteWorks USA, LLC",7.99
117353,2014-05-12,Meteoric Games,9.99
117354,2014-05-13,"KOEI TECMO GAMES CO., LTD.",49.99
117355,2014-05-13,Hapa Games,9.99
117356,2012-12-10,Gogii Games,4.99
117357,2010-02-21,Gogii Games,4.99
117358,2014-05-13,Centauri Production,24.99
117359,2002-10-25,Microids,2.99
117360,2007-06-11,Gogii Games,4.99
117361,2015-04-02,Osumia Games,14.99
117362,2014-05-08,Over the Top Games,12.99
117363,2014-05-08,SomaSim,14.99
117364,1991-10-23,3D Realms (Apogee Software),4.99
117365,1995-12-29,Argo Games,0.0
117366,2014-05-05,Winter Wolves,0.99
117367,2011-03-27,Winter Wolves,18.99
117368,1994-10-17,Beavis Soft,4.99
117369,1997-05-13,3D Realms (Apogee Software),9.99
117370,1995-05-01,Terminal Reality,6.99
117371,1992-05-01,Redwood Games,4.99
117372,1996-11-19,3D Realms,0.0
117373,1990-12-14,3D Realms (Apogee Software),0.0
117374,1992-02-01,3D Realms (Apogee Software),4.99
117375,1995-11-11,3D Realms (Apogee Software),4.99
117376,1994-04-01,Cygnus Studios,4.99
117377,1994-12-21,3D Realms (Apogee Software),6.99
117378,1991-10-01,3D Realms (Apogee Software),4.99
117379,2014-05-08,SmiteWorks USA LLC,0.0
117380,2014-05-08,Infinity Ward,14.99
117381,2014-05-08,OVERKILL - a Starbreeze Studio.,0.0
117382,2014-05-08,Mirillis,49.99
117383,2014-05-08,Big Finish Games,19.99
117384,2014-05-08,Grip Games,4.99
117385,2014-05-09,BattleGoat Studios,12.99
117386,2014-05-08,Pointscape,4.99
117387,2006-09-05,Himalaya Studios,0.0
117388,2014-05-09,Visual Outbreak,19.99
117389,2014-05-09,"SmiteWorks USA, LLC",24.99
117390,2006-09-05,Himalaya Studios,9.99
117391,2014-05-09,"SmiteWorks USA, LLC",9.99
117392,2014-05-09,"SmiteWorks USA, LLC",4.99
117393,2014-05-09,"SmiteWorks USA, LLC",14.99
117394,2014-05-09,"SmiteWorks USA, LLC",14.99
117395,2014-05-09,"SmiteWorks USA, LLC",17.99
117396,2014-05-09,"SmiteWorks USA, LLC",14.99
117397,1993-04-09,3D Realms (Apogee Software),4.99
117398,2014-05-09,"SmiteWorks USA, LLC",9.99
117399,1990-01-01,3D Realms (Apogee Software),0.0
117400,1993-01-23,3D Realms (Apogee Software),2.99
117401,2014-05-09,"SmiteWorks USA, LLC",9.99
117402,1992-10-01,Redwood Games,4.99
117403,2014-05-05,Oryx Design Lab,0.0
117404,2014-05-05,WaveDNA,4.99
117405,1994-07-15,Animation F/X,4.99
117406,1993-10-01,Humongous Entertainment,6.99
117407,2014-05-05,Scott Cawthon,0.0
117408,2014-05-06,AwesomeBlade,3.99
117409,2014-05-01,"Masangsoft, Inc.",0.0
117410,2012-06-20,MoaCube,19.99
117411,2002-05-01,Digital Reality,4.99
117412,2014-05-01,"Dracue, Co. ltd",14.99
117413,2014-05-01,Idea Factory,4.99
117414,2014-05-01,Unknown Worlds Entertainment,4.99
117415,2014-05-01,Digital Reality,4.99
117416,2014-04-22,"tinyBuild,MrFuby",3.99
117417,1996-10-31,Humongous Entertainment,4.99
117418,1999-10-01,Humongous Entertainment,6.99
117419,1996-12-19,Humongous Entertainment,4.99
117420,1998-10-02,Humongous Entertainment,6.99
117421,2013-11-26,TawStudio Entertainment,2.99
117422,1996-03-29,Humongous Entertainment,6.99
117423,2014-05-01,Iron Bit,14.99
117424,2014-05-01,"Holy Warp,Black Wing Foundation",9.99
117425,2014-05-01,OPQAM,9.99
117426,2013-08-19,Big Robot Ltd,19.99
117427,2014-05-02,Excalibur,4.99
117428,2014-04-24,Nick Donnelly,6.99
117429,2014-05-02,Interdimensional Games Inc,0.0
117430,2001-07-30,Rage Software,9.99
117431,2014-05-02,Haruneko Entertainment,2.99
117432,2008-08-21,"Scott Thunelius,Chronic Logic,Tony Porter",3.99
117433,2014-05-02,Mighty Rabbit Studios,3.99
117434,1994-11-04,"Interactive Binary Illusions,SubZero Software",0.0
117435,2014-05-02,Axis Game Factory,14.99
117436,1991-10-09,3D Realms (Apogee Software),0.0
117437,1993-08-03,3D Realms (Apogee Software),0.0
117438,1992-03-01,3D Realms (Apogee Software),4.99
117439,1991-02-01,Scenario Software,0.0
117440,1996-09-06,Remedy,4.99
117441,1994-06-01,Moonlite Software,4.99
117442,2014-04-25,"FromSoftware, Inc",39.99
117443,2010-06-01,Cateia Games,6.99
117444,2014-04-25,CodeBrush Games,0.0
117445,2014-04-25,Crazy Moo Games,6.99
117446,2014-04-25,PlayWay S.A.,7.99
117447,2014-04-25,Coatsink,6.99
117448,2014-04-25,Nomad Games,1.99
117449,2014-04-25,Murray Atkinson,14.99
117450,2014-04-25,Elijah Mills,4.99
117451,2014-04-25,PVGames,29.99
117452,2014-04-25,Frontier Works,19.99
117453,2014-04-25,stage-nana,7.99
117454,2012-07-11,"Boolat Games,Alawar Entertainment",6.99
117455,2014-04-25,Aldorlea Games,5.99
117456,2014-04-28,Hitcents,4.99
117457,2014-04-28,Image&amp;Form,0.99
117458,2014-04-28,Handsome Games,3.99
117459,2014-04-29,Ubisoft - San Francisco,2.99
117460,2014-04-29,Ubisoft - San Francisco,2.99
117461,2014-04-29,Ubisoft - San Francisco,2.99
117462,2014-04-29,Ubisoft - San Francisco,2.99
117463,2013-08-01,Alawar Entertainment,6.99
117464,2008-03-19,Gogii Games,4.99
117465,2014-04-29,Ubisoft - San Francisco,9.99
117466,2014-04-29,Zombie Studios,9.99
117467,2012-05-18,Gogii,4.99
117468,2010-08-06,Gogii Games,4.99
117469,2014-04-29,BlueLine Games,2.99
117470,2014-04-29,Ubisoft Montréal,14.99
117471,2014-04-30,Ubisoft Montréal,2.99
117472,2014-04-30,Ubisoft Montréal,1.99
117473,2014-04-30,Ubisoft Montréal,0.99
117474,2014-04-30,Ubisoft Montréal,1.99
117475,2014-04-23,Atapki,4.99
117476,2014-04-30,Ubisoft Montréal,2.99
117477,2014-04-30,Ubisoft Montréal,1.99
117478,2014-04-23,"Alawar,Whalebox Studio",9.99
117479,2014-04-23,Trese Brothers,9.99
117480,2014-04-24,Dovetail Games - Trains,19.99
117481,2014-04-24,Wadjet Eye Games,9.99
117482,2011-02-18,Wax Lyrical Games,7.99
117483,2014-04-24,"RedLynx, in collaboration with  Ubisoft Shanghai",19.99
117484,2014-04-24,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",19.99
117485,2003-07-30,Revistronic,4.99
117486,2014-04-24,Stardock Entertainment,2.99
117487,2014-04-18,"Amaranth Games, LLC",9.99
117488,2014-04-18,"神奈川電子技術研究所,EXTREME",4.99
117489,2014-04-18,Lantana Games,9.99
117490,2014-04-18,Microblast Games,0.0
117491,2014-03-20,Faravid Interactive,6.99
117492,2014-04-18,Microblast Games,0.99
117493,2011-04-17,Winter Wolves,17.99
117494,2014-02-01,Winter Wolves,0.99
117495,2014-04-03,Forever Entertainment S. A.,3.99
117496,2014-04-18,"Arcen Games, LLC",19.99
117497,2014-04-18,Stridemann,0.0
117498,2014-04-18,Niels Bauer Games,0.0
117499,2014-04-22,Lab Zero Games,1.99
117500,2014-04-22,Matthew Brown,0.0
117501,2014-04-22,Ubisoft - San Francisco,2.99
117502,2014-04-22,PIXOWL INC.,0.0
117503,2014-04-22,Phosfiend Systems,14.99
117504,2014-04-22,Young Horses,6.99
117505,2014-04-22,Ubisoft - San Francisco,2.99
117506,2014-04-22,"WB Games Montreal,Splash Damage",19.99
117507,2014-04-22,Ubisoft - San Francisco,2.99
117508,2014-04-22,"WB Games Montreal,Splash Damage",9.99
117509,2014-04-19,"Electric Eggplant,Kalani Games, Inc.,HRG (Heirs of Rube Goldberg),Unity Games",4.99
117510,2014-04-22,"Escape Hatch Entertainment, LLC",9.99
117511,2001-02-11,Microids,4.99
117512,2014-04-17,Microids,7.99
117513,2014-04-17,Infinite Monkeys Entertainment Ltd.,12.99
117514,2014-04-17,Eugen Systems,29.99
117515,2004-10-11,GolemLabs,9.99
117516,2008-08-08,WildTangent,7.99
117517,2014-04-17,Wild Shadow Studios,9.99
117518,2014-04-18,Cuve Games,4.99
117519,2009-01-01,Dovetail Games,6.99
117520,2014-04-15,Outrage Entertainment,9.99
117521,2009-01-01,Dovetail Games,6.99
117522,2014-04-15,Silk Games,9.99
117523,2014-04-15,Ubisoft - San Francisco,2.99
117524,2014-04-15,Ubisoft - San Francisco,2.99
117525,2014-04-18,Kerberos Productions Inc.,1.99
117526,2014-04-15,Ubisoft - San Francisco,7.99
117527,2014-04-08,Gogii Games,4.99
117528,2014-04-08,Ubisoft - San Francisco,7.99
117529,2014-04-08,48h Studio,4.99
117530,2014-04-15,Ubisoft - San Francisco,2.99
117531,2014-04-08,Born Ready Games,19.99
117532,2014-04-08,Gogii Games,4.99
117533,2014-04-08,"Traveller's Tales,Feral Interactive (Mac)",19.99
117534,2007-05-10,Lesta Studio,9.99
117535,2013-11-26,Teyon,9.99
117536,2014-04-09,Big Finish Games,0.0
117537,2014-04-10,Gogii Games,4.99
117538,2014-04-10,Easy Co,4.99
117539,2014-04-10,Gogii Games,4.99
117540,2014-04-10,OVERKILL - a Starbreeze Studio.,0.0
117541,2014-04-10,Dovetail Games - Trains,8.99
117542,2014-04-10,Ino-Co Plus,19.99
117543,2014-04-10,InoCo,4.99
117544,2014-04-10,Ronimo Games,2.49
117545,2014-04-01,Ronimo Games,2.49
117546,2014-04-10,Bohemia Interactive,69.99
117547,2014-04-10,Phoenix Game Studio,3.99
117548,2014-04-10,Dovetail Games,29.99
117549,2014-04-15,Gogii Games,4.99
117550,2014-04-01,Ronimo Games,2.49
117551,2014-04-15,Phoenix Online Studios,9.99
117552,2014-04-15,Gogii Games,4.99
117553,2014-04-15,Rogue Earth LLC,4.99
117554,2010-08-04,Slitherine Ltd.,14.99
117555,2014-04-16,"Yuisy,Exkee",4.99
117556,2007-05-11,Nikita,3.99
117557,2006-09-08,Best Way,4.99
117558,2009-10-09,1C Company,3.99
117559,2014-04-16,Shaman Games Studio,6.99
117560,2005-10-21,ALTAR Interactive,3.99
117561,2014-04-16,MagicIndie,9.99
117562,2014-04-15,Geoff Keighley,0.99
117563,2014-04-16,Frogdice,14.99
117564,2013-08-07,Lion's Shade,9.99
117565,2014-04-17,Gogii Games,4.99
117566,2014-04-17,Dovetail Games,12.99
117567,1997-10-17,Humongous Entertainment,6.99
117568,2014-04-17,Cold Beam Games,4.99
117569,2003-03-10,Pyro Studios,4.99
117570,2005-05-15,Pyro Studios,4.99
117571,2014-04-11,NGD Studios,9.99
117572,2008-09-25,Creoteam,19.99
117573,2014-04-11,Lightmare Studio,9.99
117574,2014-04-11,Lightmare Studio,0.0
117575,2011-09-25,Appmania,4.99
117576,2014-04-03,Infinity Ward,1.99
117577,2014-04-11,Nomad Games,1.99
117578,2011-04-19,Cranberry Production,9.99
117579,2014-04-03,Treyarch,1.99
117580,2014-04-03,Treyarch,1.99
117581,2014-04-03,Treyarch,1.99
117582,2014-04-03,Treyarch,1.99
117583,2011-11-01,Witan Game Production House,4.99
117584,2014-04-03,Dovetail Games,12.99
117585,2014-03-27,SITER SKAIN,7.99
117586,2014-03-27,FAKT Software Gmbh,9.99
117587,2014-03-27,MercurySteam,14.99
117588,2014-03-27,Knuckle Cracker,14.99
117589,2014-03-27,Ubisoft,6.99
117590,2014-03-27,Sproing,9.99
117591,2011-04-01,Komar Games,4.99
117592,2014-03-27,Eric Provan - Ayyo Games,1.99
117593,2014-03-27,Independent Arts Software,9.99
117594,2014-04-15,Phoenix Online Studios,14.99
117595,2014-03-27,Sproing,9.99
117596,2014-03-27,Independent Arts Software,9.99
117597,2014-03-27,Sproing,9.99
117598,2014-03-28,"Headup Games,Studio Fizbin",3.99
117599,2014-03-28,Radon Labs GmbH,9.99
117600,2014-03-28,Neutron Games GmbH,9.99
117601,2014-03-28,Nomad Games,1.99
117602,2014-03-28,Awesome Games Studio,1.99
117603,2014-03-28,Nerd Kingdom Inc.,0.0
117604,2014-03-28,Magiko Gaming,9.99
117605,2014-03-28,Epixx.org,4.99
117606,2014-03-28,WaveDNA,6.99
117607,2014-03-28,WaveDNA,13.99
117608,2014-03-28,,13.99
117609,2014-03-28,WaveDNA,29.99
117610,2014-03-28,WaveDNA,6.99
117611,2014-04-01,TreeFortress Games,7.99
117612,2014-04-01,Ubisoft - San Francisco,2.99
117613,2014-04-01,Ubisoft - San Francisco,2.99
117614,2014-04-01,Ubisoft - San Francisco,2.99
117615,2014-04-01,Coffee Stain Studios,9.99
117616,2014-04-01,Ubisoft - San Francisco,9.99
117617,2014-04-01,Ubisoft - San Francisco,2.99
117618,2014-04-01,Gogii Games,4.99
117619,2014-04-01,GameORE,1.99
117620,2014-04-01,BetaDwarf,5.99
117621,2014-04-01,Armature Studio,19.99
117622,2014-04-01,WizarBox Production,9.99
117623,2014-04-01,Obsidian Entertainment,2.99
117624,2014-04-01,Obsidian Entertainment,1.99
117625,2014-04-02,Giants Software,6.99
117626,2014-04-02,Giants Software,9.99
117627,2014-04-02,Giants Software,6.99
117628,2014-04-30,Klei Entertainment,4.99
117629,2014-03-28,Screaming Bee,9.99
117630,2014-04-02,Tragnarion Studios,7.99
117631,2014-03-28,WaveDNA,0.0
117632,2014-03-28,WaveDNA,49.99
117633,2014-03-28,Aldorlea Games,14.99
117634,2014-03-20,BlueLine Games,2.99
117635,2013-11-15,BlueLine Games,9.99
117636,2014-03-20,Modern Dream,2.99
117637,2014-03-20,OVERKILL - a Starbreeze Studio.,0.0
117638,2014-03-28,"Celianna,Degica",29.99
117639,2009-05-28,Spiky Caterpillar,4.99
117640,2011-11-28,Neutron Games,3.99
117641,2014-03-28,Milestone S.r.l.,19.99
117642,2014-03-21,"Mighty Rabbit Studios,Gun.",14.99
117643,2014-03-24,Organic Humans,9.99
117644,2014-03-21,Wastelands Interactive,14.99
117645,2014-03-24,MagicalTimeBean,9.99
117646,2014-03-24,Blackpowder Games,4.99
117647,2014-03-21,"Spark Unlimited,comcept Inc.,Team NINJA",29.99
117648,2014-03-25,Paradox Development Studio,14.99
117649,2014-03-25,Paradox Development Studio,1.99
117650,2014-03-25,Paradox Development Studio,1.99
117651,2014-03-25,Paradox Development Studio,1.99
117652,2008-07-22,Burut CT,9.99
117653,2011-11-03,Curve Studios,8.99
117654,2014-03-25,Infinity Ward,59.99
117655,2014-03-25,Infinity Ward,1.99
117656,2014-03-25,Infinity Ward,3.99
117657,2014-03-25,Infinity Ward,1.99
117658,2014-03-25,Infinity Ward,1.99
117659,2014-03-25,Infinity Ward,1.99
117660,2014-03-25,Infinity Ward,1.99
117661,2014-03-25,Infinity Ward,1.99
117662,2014-03-25,Infinity Ward,1.99
117663,2014-03-25,Infinity Ward,1.99
117664,2014-03-25,Infinity Ward,1.99
117665,2014-03-25,MercurySteam,7.99
117666,2014-03-25,White Paper Games,19.99
117667,2006-12-31,Digital Fusion,2.99
117668,2003-11-19,"Brainbox Games,Hip Games",9.99
117669,1993-01-01,Gremlin Interactive,9.99
117670,2014-03-18,Ubisoft - San Francisco,11.99
117671,2010-03-08,Icehole Games,2.99
117672,2014-03-18,Ubisoft - San Francisco,2.99
117673,2014-03-18,Ubisoft - San Francisco,2.99
117674,2014-03-19,"Laser Guided Games, LLC",4.99
117675,2012-12-21,LeGrudge &amp; Rugged,9.99
117676,2014-03-19,,0.0
117677,2011-07-10,"Flashback Games,The Lordz Games Studio",19.99
117678,2011-11-02,"Flashback Games,The Lordz Games Studio",4.99
117679,2011-12-08,"Flashback Games,The Lordz Games Studio",4.99
117680,2013-01-31,"Flashback Games,The Lordz Games Studio",4.99
117681,2012-03-08,"Flashback Games,The Lordz Games Studio",4.99
117682,2012-10-11,"Flashback Games,The Lordz Games Studio",4.99
117683,2012-04-11,"Flashback Games,The Lordz Games Studio",4.99
117684,2012-12-04,"Panzer Corps,The Lordz Games Studio",4.99
117685,2014-03-05,Four Circle Interactive,1.99
117686,2012-09-11,Tricktale,4.99
117687,2014-03-05,United Independent Entertainment GmbH,9.99
117688,2014-03-05,The Dept of Silly Stuff,0.99
117689,2003-10-21,Idol FX,9.99
117690,2002-09-24,Rage Software,9.99
117691,2014-03-06,Dovetail Games,19.99
117692,2014-03-06,Mechanist Games,0.0
117693,2014-03-06,Simogo,5.99
117694,2014-03-06,ASTRO PORT,5.99
117695,2014-03-06,Kheops Studio,7.99
117696,2014-03-06,Kheops Studio,7.99
117697,2014-03-06,Sector3 Studios AB,15.99
117698,2012-03-04,Red Wasp Design Ltd,0.0
117699,2014-03-06,Rocket Bear Games,14.99
117700,2013-08-15,Primate Labs Inc.,14.99
117701,2014-03-07,"Eidos-Montréal,Feral Interactive (Mac)",4.99
117702,2001-03-19,Volition,4.99
117703,2014-02-25,DolphinBarn,4.99
117704,2014-03-12,Wyrmbyte,0.0
117705,2012-10-01,DolphinBarn,4.99
117706,2008-04-10,Targem Games,7.99
117707,2014-03-15,Cateia Games,6.99
117708,2005-03-24,"Asobo Studio,Hip Games",9.99
117709,2000-06-30,Infogames Europe SA,9.99
117710,1999-08-11,Computerhouse,2.99
117711,2014-03-13,White Giant RPG Studios,9.99
117712,2014-03-14,Dovetail Games,19.99
117713,2013-08-18,Bytes of Learning,29.99
117714,2014-03-14,Aldorlea Games,14.99
117715,2002-11-08,Strategy First,4.99
117716,2005-12-08,Targem Games,7.99
117717,2006-12-18,Targem Games,5.99
117718,2014-03-14,Nomad Games,1.99
117719,2014-03-07,ComiPo! LLP,49.99
117720,2007-05-24,Targem Games,4.99
117721,2014-03-07,Excalibur,4.99
117722,2014-03-07,Vector Unit,6.99
117723,2014-03-07,"INTERMARUM,ONE MORE LEVEL",19.99
117724,2005-04-06,Hydravision Entertainment,6.99
117725,2008-03-25,Hydravision Entertainment,9.99
117726,2014-03-10,Zenith Blue,9.99
117727,2014-03-10,"Cypress Inheritance, LLC",59.99
117728,2014-03-10,3000AD,9.99
117729,2014-02-26,BANDAI NAMCO Studio Inc.,19.99
117730,2013-11-15,XGen Studios,4.99
117731,2014-02-26,Dovetail Games,19.99
117732,2014-02-26,Deadly Red Cube,3.99
117733,2014-02-26,XeniosVision,6.99
117734,2014-02-27,Cateia Games,4.99
117735,2014-02-27,Capcom,19.99
117736,2014-02-27,"Eidos-Montréal,Feral Interactive (Mac)",29.99
117737,2014-02-28,ALLPlayer Group Ltd.,14.99
117738,2014-02-28,Treehouse Ltd,0.0
117739,2014-02-26,BluBee Games,4.99
117740,2014-03-17,3000AD,9.99
117741,2014-02-28,Smoking WOLF,3.49
117742,2014-02-28,Niffler Ltd.,3.99
117743,2014-02-28,Modern Dream,2.99
117744,2014-03-03,Silver Dollar Games,4.99
117745,2014-02-28,Tomoaki Sugeno,0.0
117746,2014-03-03,Obsidian Entertainment,29.99
117747,2014-03-04,Ubisoft - San Francisco,2.99
117748,2014-03-04,Terrible Posture Games,14.99
117749,2014-03-04,Ubisoft - San Francisco,2.99
117750,2014-03-04,Ubisoft - San Francisco,2.99
117751,2014-03-04,HyperKat Games,4.99
117752,2014-03-04,Celsius Game Studios,11.99
117753,2014-03-04,Daedalic Entertainment,2.99
